Existing checking account;Duration in month;Credit history;Purpose;Credit amount;Savings account/bonds;Present employment since;Installment rate;Personal status and sex;Other debtors;Present residence;Property;Age;Other installment;Housing;Existing credits;Job;Number of people being liable;Telephone;Foreign worker;Score
A11;36;A32;A40;1842;A61;A72;4;A92;A101;4;A123;34;A143;A152;1;A173;1;A192;A201;2;0.48985871
A12;7;A32;A43;2576;A61;A73;2;A93;A103;2;A121;35;A143;A152;1;A173;1;A191;A201;1;0.418505292
A13;12;A32;A42;1424;A65;A75;3;A92;A101;4;A121;55;A143;A152;1;A174;1;A192;A201;1;0.622272735
A12;15;A33;A45;1512;A64;A73;3;A94;A101;3;A122;61;A142;A152;2;A173;1;A191;A201;2;0.513300747
A14;36;A34;A41;11054;A65;A73;4;A93;A101;2;A123;30;A143;A152;1;A174;1;A192;A201;1;0.372300021
A14;6;A32;A43;518;A61;A73;3;A92;A101;1;A121;29;A143;A152;1;A173;1;A191;A201;1;0.359317598
A14;12;A30;A42;2759;A61;A75;2;A93;A101;4;A122;34;A143;A152;2;A173;1;A191;A201;1;0.662869959
A14;24;A32;A41;2670;A61;A75;4;A93;A101;4;A123;35;A143;A152;1;A174;1;A192;A201;1;0.611341468
A11;24;A32;A40;4817;A61;A74;2;A93;A102;3;A122;31;A143;A152;1;A173;1;A192;A201;2;0.535099149
A14;24;A32;A41;2679;A61;A72;4;A92;A101;1;A124;29;A143;A152;1;A174;1;A192;A201;1;0.332179568
A11;11;A34;A40;3905;A61;A73;2;A93;A101;2;A121;36;A143;A151;2;A173;2;A191;A201;1;0.462355913
A11;12;A32;A41;3386;A61;A75;3;A93;A101;4;A124;35;A143;A153;1;A173;1;A192;A201;2;0.578932005
A11;6;A32;A44;343;A61;A72;4;A92;A101;1;A121;27;A143;A152;1;A173;1;A191;A201;1;0.283589686
A14;18;A32;A43;4594;A61;A72;3;A93;A101;2;A123;32;A143;A152;1;A173;1;A192;A201;1;0.350423486
A11;36;A32;A42;3620;A61;A73;1;A93;A103;2;A122;37;A143;A152;1;A173;2;A191;A201;1;0.518169023
A11;15;A32;A40;1721;A61;A72;2;A93;A101;3;A121;36;A143;A152;1;A173;1;A191;A201;1;0.449145718
A12;12;A32;A42;3017;A61;A72;3;A92;A101;1;A121;34;A143;A151;1;A174;1;A191;A201;1;0.32689549
A12;12;A32;A48;754;A65;A75;4;A93;A101;4;A122;38;A143;A152;2;A173;1;A191;A201;1;0.62137956
A14;18;A32;A49;1950;A61;A74;4;A93;A101;1;A123;34;A142;A152;2;A173;1;A192;A201;1;0.439505513
A11;24;A32;A41;2924;A61;A73;3;A93;A103;4;A124;63;A141;A152;1;A173;2;A192;A201;1;0.523469962
A11;24;A33;A43;1659;A61;A72;4;A92;A101;2;A123;29;A143;A151;1;A172;1;A192;A201;2;0.342621267
A14;48;A33;A43;7238;A65;A75;3;A93;A101;3;A123;32;A141;A152;2;A173;2;A191;A201;1;0.637994447
A14;33;A33;A49;2764;A61;A73;2;A92;A101;2;A123;26;A143;A152;2;A173;1;A192;A201;1;0.534227803
A14;24;A33;A41;4679;A61;A74;3;A93;A101;3;A123;35;A143;A152;2;A172;1;A192;A201;1;0.528759911
A12;24;A32;A43;3092;A62;A72;3;A94;A101;2;A123;22;A143;A151;1;A173;1;A192;A201;2;0.382215269
A11;6;A32;A46;448;A61;A72;4;A92;A101;4;A122;23;A143;A152;1;A173;1;A191;A201;2;0.422049689
A11;9;A32;A40;654;A61;A73;4;A93;A101;3;A123;28;A143;A152;1;A172;1;A191;A201;2;0.404892996
A14;6;A32;A48;1238;A65;A71;4;A93;A101;4;A122;36;A143;A152;1;A174;2;A192;A201;1;0.390706677
A12;18;A34;A43;1245;A61;A73;4;A94;A101;2;A123;33;A143;A152;1;A173;1;A191;A201;2;0.400210942
A11;18;A30;A42;3114;A61;A72;1;A92;A101;4;A122;26;A143;A151;1;A173;1;A191;A201;2;0.520612947
A14;39;A32;A41;2569;A63;A73;4;A93;A101;4;A123;24;A143;A152;1;A173;1;A191;A201;1;0.537136003
A13;24;A32;A43;5152;A61;A74;4;A93;A101;2;A123;25;A141;A152;1;A173;1;A191;A201;1;0.423142635
A12;12;A32;A49;1037;A62;A74;3;A93;A101;4;A121;39;A143;A152;1;A172;1;A191;A201;1;0.533211182
A11;15;A34;A42;1478;A61;A75;4;A93;A101;4;A123;44;A143;A152;2;A173;2;A192;A201;1;0.622175935
A12;12;A34;A43;3573;A61;A73;1;A92;A101;1;A121;23;A143;A152;1;A172;1;A191;A201;1;0.383219244
A12;24;A32;A40;1201;A61;A72;4;A93;A101;1;A122;26;A143;A152;1;A173;1;A191;A201;1;0.324053981
A11;30;A32;A42;3622;A64;A75;4;A92;A101;4;A122;57;A143;A151;2;A173;1;A192;A201;1;0.641267564
A14;15;A33;A42;960;A64;A74;3;A92;A101;2;A122;30;A143;A152;2;A173;1;A191;A201;1;0.518951549
A14;12;A34;A40;1163;A63;A73;4;A93;A101;4;A121;44;A143;A152;1;A173;1;A192;A201;1;0.477657759
A12;6;A33;A40;1209;A61;A71;4;A93;A101;4;A122;47;A143;A152;1;A174;1;A192;A201;2;0.391003549
A14;12;A32;A43;3077;A61;A73;2;A93;A101;4;A123;52;A143;A152;1;A173;1;A192;A201;1;0.520079722
A14;24;A32;A40;3757;A61;A75;4;A92;A102;4;A124;62;A143;A153;1;A173;1;A192;A201;1;0.576958078
A14;10;A32;A40;1418;A62;A73;3;A93;A101;2;A121;35;A143;A151;1;A172;1;A191;A202;1;0.384304061
A14;6;A32;A40;3518;A61;A73;2;A93;A103;3;A122;26;A143;A151;1;A173;1;A191;A201;1;0.452637726
A14;12;A34;A43;1934;A61;A75;2;A93;A101;2;A124;26;A143;A152;2;A173;1;A191;A201;1;0.578292195
A12;27;A30;A49;8318;A61;A75;2;A92;A101;4;A124;42;A143;A153;2;A174;1;A192;A201;2;0.670258184
A14;6;A34;A43;1237;A62;A73;1;A92;A101;1;A122;27;A143;A152;2;A173;1;A191;A201;1;0.460484356
A12;6;A32;A43;368;A65;A75;4;A93;A101;4;A122;38;A143;A152;1;A173;1;A191;A201;1;0.56240353
A11;12;A34;A40;2122;A61;A73;3;A93;A101;2;A121;39;A143;A151;2;A172;2;A191;A202;1;0.429080825
A11;24;A32;A42;2996;A65;A73;2;A94;A101;4;A123;20;A143;A152;1;A173;1;A191;A201;2;0.553740653
A12;36;A32;A42;9034;A62;A72;4;A93;A102;1;A124;29;A143;A151;1;A174;1;A192;A201;2;0.299955424
A14;24;A34;A42;1585;A61;A74;4;A93;A101;3;A122;40;A143;A152;2;A173;1;A191;A201;1;0.552681128
A12;18;A32;A43;1301;A61;A75;4;A94;A103;2;A121;32;A143;A152;1;A172;1;A191;A201;1;0.469405114
A13;6;A34;A40;1323;A62;A75;2;A91;A101;4;A123;28;A143;A152;2;A173;2;A192;A201;1;0.661154365
A11;24;A32;A40;3123;A61;A72;4;A92;A101;1;A122;27;A143;A152;1;A173;1;A191;A201;2;0.304378544
A11;36;A32;A41;5493;A61;A75;2;A93;A101;4;A124;42;A143;A153;1;A173;2;A191;A201;1;0.654033957
A13;9;A32;A43;1126;A62;A75;2;A91;A101;4;A121;49;A143;A152;1;A173;1;A191;A201;1;0.624867352
A12;24;A34;A43;1216;A62;A72;4;A93;A101;4;A124;38;A141;A152;2;A173;2;A191;A201;2;0.509946938
A11;24;A32;A40;1207;A61;A72;4;A92;A101;4;A122;24;A143;A151;1;A173;1;A191;A201;2;0.463527443
A14;10;A32;A40;1309;A65;A73;4;A93;A103;4;A122;27;A143;A152;1;A172;1;A191;A201;2;0.447435393
A13;15;A34;A41;2360;A63;A73;2;A93;A101;2;A123;36;A143;A152;1;A173;1;A192;A201;1;0.442604301
A12;15;A31;A40;6850;A62;A71;1;A93;A101;2;A122;34;A143;A152;1;A174;2;A192;A201;2;0.35788066
A14;24;A32;A43;1413;A61;A73;4;A94;A101;2;A122;28;A143;A152;1;A173;1;A191;A201;1;0.414907001
A14;39;A32;A41;8588;A62;A75;4;A93;A101;2;A123;45;A143;A152;1;A174;1;A192;A201;1;0.498775554
A11;12;A32;A40;759;A61;A74;4;A93;A101;2;A121;26;A143;A152;1;A173;1;A191;A201;2;0.435281863
A14;36;A32;A41;4686;A61;A73;2;A93;A101;2;A124;32;A143;A153;1;A174;1;A192;A201;1;0.499504486
A13;15;A32;A49;2687;A61;A74;2;A93;A101;4;A122;26;A143;A151;1;A173;1;A192;A201;1;0.578791698
A12;12;A33;A43;585;A61;A73;4;A94;A102;4;A121;20;A143;A151;2;A173;1;A191;A201;1;0.53008635
A14;24;A32;A40;2255;A65;A72;4;A93;A101;1;A122;54;A143;A152;1;A173;1;A191;A201;1;0.313264225
A11;6;A34;A40;609;A61;A74;4;A92;A101;3;A122;37;A143;A152;2;A173;1;A191;A202;1;0.513424795
A11;6;A34;A40;1361;A61;A72;2;A93;A101;4;A121;40;A143;A152;1;A172;2;A191;A202;1;0.451463035
A14;36;A34;A42;7127;A61;A72;2;A92;A101;4;A122;23;A143;A151;2;A173;1;A192;A201;2;0.544283508
A11;6;A32;A40;1203;A62;A75;3;A93;A101;2;A122;43;A143;A152;1;A173;1;A192;A201;1;0.491840164
A14;6;A34;A43;700;A65;A75;4;A93;A101;4;A124;36;A143;A153;2;A173;1;A191;A201;1;0.605516487
A14;24;A34;A45;5507;A61;A75;3;A93;A101;4;A124;44;A143;A153;2;A173;1;A191;A201;1;0.636562778
A11;18;A32;A43;3190;A61;A73;2;A92;A101;2;A121;24;A143;A152;1;A173;1;A191;A201;2;0.442315558
A11;48;A30;A42;7119;A61;A73;3;A93;A101;4;A124;53;A143;A153;2;A173;2;A191;A201;2;0.592701017
A14;24;A32;A41;3488;A62;A74;3;A92;A101;4;A123;23;A143;A152;1;A173;1;A191;A201;1;0.564207945
A12;18;A32;A43;1113;A61;A73;4;A92;A103;4;A121;26;A143;A152;1;A172;2;A191;A201;1;0.471329662
A12;26;A32;A41;7966;A61;A72;2;A93;A101;3;A123;30;A143;A152;2;A173;1;A191;A201;1;0.46182329
A14;15;A34;A46;1532;A62;A73;4;A92;A101;3;A123;31;A143;A152;1;A173;1;A191;A201;1;0.435576628
A14;4;A34;A43;1503;A61;A74;2;A93;A101;1;A121;42;A143;A152;2;A172;2;A191;A201;1;0.44453743
A11;36;A32;A43;2302;A61;A73;4;A91;A101;4;A123;31;A143;A151;1;A173;1;A191;A201;2;0.531661337
A11;6;A32;A40;662;A61;A72;3;A93;A101;4;A121;41;A143;A152;1;A172;2;A192;A201;1;0.427610918
A12;36;A32;A46;2273;A61;A74;3;A93;A101;1;A123;32;A143;A152;2;A173;2;A191;A201;1;0.516454333
A12;15;A32;A40;2631;A62;A73;2;A92;A101;4;A123;28;A143;A151;2;A173;1;A192;A201;2;0.579364968
A14;12;A33;A41;1503;A61;A73;4;A94;A101;4;A121;41;A143;A151;1;A173;1;A191;A201;1;0.474177193
A14;24;A32;A43;1311;A62;A74;4;A94;A101;3;A122;26;A143;A152;1;A173;1;A192;A201;1;0.508974427
A14;24;A32;A43;3105;A65;A72;4;A93;A101;2;A123;25;A143;A152;2;A173;1;A191;A201;1;0.397586065
A13;21;A34;A46;2319;A61;A72;2;A91;A101;1;A123;33;A143;A151;1;A173;1;A191;A201;2;0.366416629
A11;6;A32;A40;1374;A65;A71;4;A92;A101;3;A122;75;A143;A152;1;A174;1;A192;A201;1;0.342802822
A12;18;A34;A42;3612;A61;A75;3;A92;A101;4;A122;37;A143;A152;1;A173;1;A192;A201;1;0.593034321
A11;48;A32;A40;7763;A61;A75;4;A93;A101;4;A124;42;A141;A153;1;A174;1;A191;A201;2;0.624868105
A13;18;A32;A42;3049;A61;A72;1;A92;A101;1;A122;45;A142;A152;1;A172;1;A191;A201;1;0.358487652
A12;12;A32;A43;1534;A61;A72;1;A94;A101;1;A121;23;A143;A151;1;A173;1;A191;A201;2;0.380836591
A14;24;A33;A40;2032;A61;A75;4;A93;A101;4;A124;60;A143;A153;2;A173;1;A192;A201;1;0.641128462
A11;30;A32;A42;6350;A65;A75;4;A93;A101;4;A122;31;A143;A152;1;A173;1;A191;A201;2;0.56682951
A13;18;A32;A42;2864;A61;A73;2;A93;A101;1;A121;34;A143;A152;1;A172;2;A191;A201;2;0.375885365
A14;12;A34;A40;1255;A61;A75;4;A93;A101;4;A121;61;A143;A152;2;A172;1;A191;A201;1;0.592995029
A11;24;A33;A40;1333;A61;A71;4;A93;A101;2;A121;43;A143;A153;2;A173;2;A191;A201;2;0.36921433
A14;24;A34;A40;2022;A61;A73;4;A92;A101;4;A123;37;A143;A152;1;A173;1;A192;A201;1;0.501695948
A14;24;A32;A43;1552;A61;A74;3;A93;A101;1;A123;32;A141;A152;1;A173;2;A191;A201;1;0.444491815
A11;12;A31;A43;626;A61;A73;4;A92;A101;4;A121;24;A141;A152;1;A172;1;A191;A201;2;0.459899193
A14;48;A34;A41;8858;A65;A74;2;A93;A101;1;A124;35;A143;A153;2;A173;1;A192;A201;1;0.51288344
A14;12;A34;A45;996;A65;A74;4;A92;A101;4;A121;23;A143;A152;2;A173;1;A191;A201;1;0.572390588
A14;6;A31;A43;1750;A63;A75;2;A93;A101;4;A122;45;A141;A152;1;A172;2;A191;A201;1;0.587015741
A11;48;A32;A43;6999;A61;A74;1;A94;A103;1;A121;34;A143;A152;2;A173;1;A192;A201;2;0.562921701
A12;12;A34;A40;1995;A62;A72;4;A93;A101;1;A123;27;A143;A152;1;A173;1;A191;A201;1;0.283094097
A12;9;A32;A46;1199;A61;A74;4;A92;A101;4;A122;67;A143;A152;2;A174;1;A192;A201;1;0.585360364
A12;12;A32;A43;1331;A61;A72;2;A93;A101;1;A123;22;A142;A152;1;A173;1;A191;A201;2;0.351906942
A12;18;A30;A40;2278;A62;A72;3;A92;A101;3;A123;28;A143;A152;2;A173;1;A191;A201;2;0.467155542
A14;21;A30;A40;5003;A65;A73;1;A92;A101;4;A122;29;A141;A152;2;A173;1;A192;A201;2;0.60250652
A11;24;A31;A42;3552;A61;A74;3;A93;A101;4;A123;27;A141;A152;1;A173;1;A191;A201;2;0.563552779
A12;18;A34;A42;1928;A61;A72;2;A93;A101;2;A121;31;A143;A152;2;A172;1;A191;A201;2;0.431978788
A11;24;A32;A41;2964;A65;A75;4;A93;A101;4;A124;49;A141;A153;1;A173;2;A192;A201;1;0.585075988
A11;24;A31;A43;1546;A61;A74;4;A93;A103;4;A123;24;A141;A151;1;A172;1;A191;A201;2;0.529824555
A13;6;A33;A43;683;A61;A72;2;A92;A101;1;A122;29;A141;A152;1;A173;1;A191;A201;1;0.342124624
A12;36;A32;A40;12389;A65;A73;1;A93;A101;4;A124;37;A143;A153;1;A173;1;A192;A201;2;0.521424377
A12;24;A33;A49;4712;A65;A73;4;A93;A101;2;A122;37;A141;A152;2;A174;1;A192;A201;1;0.450902712
A12;24;A33;A43;1553;A62;A74;3;A92;A101;2;A122;23;A143;A151;2;A173;1;A192;A201;1;0.537504834
A11;12;A32;A40;1372;A61;A74;2;A91;A101;3;A123;36;A143;A152;1;A173;1;A191;A201;2;0.537533739
A14;24;A34;A43;2578;A64;A75;2;A93;A101;2;A123;34;A143;A152;1;A173;1;A191;A201;1;0.558019702
A12;48;A32;A43;3979;A65;A74;4;A93;A101;1;A123;41;A143;A152;2;A173;2;A192;A201;1;0.500814064
A11;48;A32;A43;6758;A61;A73;3;A92;A101;2;A123;31;A143;A152;1;A173;1;A192;A201;2;0.456861676
A11;24;A32;A42;3234;A61;A72;4;A92;A101;4;A121;23;A143;A151;1;A172;1;A192;A201;2;0.419521311
A14;30;A34;A43;5954;A61;A74;3;A93;A102;2;A123;38;A143;A152;1;A173;1;A191;A201;1;0.462356214
A14;24;A32;A41;5433;A65;A71;2;A92;A101;4;A122;26;A143;A151;1;A174;1;A192;A201;1;0.459025739
A11;15;A32;A49;806;A61;A73;4;A92;A101;4;A122;22;A143;A152;1;A172;1;A191;A201;1;0.466264475
A12;9;A32;A43;1082;A61;A75;4;A93;A101;4;A123;27;A143;A152;2;A172;1;A191;A201;1;0.586558089
A14;15;A34;A42;2788;A61;A74;2;A92;A102;3;A123;24;A141;A152;2;A173;1;A191;A201;1;0.577757766
A12;12;A32;A43;2930;A61;A74;2;A92;A101;1;A121;27;A143;A152;1;A173;1;A191;A201;1;0.428561299
A14;24;A34;A46;1927;A65;A73;3;A92;A101;2;A123;33;A143;A152;2;A173;1;A192;A201;1;0.487164583
A12;36;A34;A40;2820;A61;A72;4;A91;A101;4;A123;27;A143;A152;2;A173;1;A191;A201;2;0.526358591
A14;24;A32;A48;937;A61;A72;4;A94;A101;3;A123;27;A143;A152;2;A172;1;A191;A201;1;0.443035608
A12;18;A34;A40;1056;A61;A75;3;A93;A103;3;A121;30;A141;A152;2;A173;1;A191;A201;2;0.619199991
A12;12;A34;A40;3124;A61;A72;1;A93;A101;3;A121;49;A141;A152;2;A172;2;A191;A201;1;0.480838895
A14;9;A32;A42;1388;A61;A73;4;A92;A101;2;A121;26;A143;A151;1;A173;1;A191;A201;1;0.374123253
A12;36;A32;A45;2384;A61;A72;4;A93;A101;1;A124;33;A143;A151;1;A172;1;A191;A201;2;0.32151958
A14;12;A32;A40;2133;A65;A75;4;A92;A101;4;A124;52;A143;A153;1;A174;1;A192;A201;1;0.584006978
A11;18;A32;A42;2039;A61;A73;1;A92;A101;4;A121;20;A141;A151;1;A173;1;A191;A201;2;0.578129307
A11;9;A34;A40;2799;A61;A73;2;A93;A101;2;A121;36;A143;A151;2;A173;2;A191;A201;1;0.468206034
A11;12;A32;A42;1289;A61;A73;4;A93;A103;1;A122;21;A143;A152;1;A172;1;A191;A201;1;0.313577205
A11;18;A32;A44;1217;A61;A73;4;A94;A101;3;A121;47;A143;A152;1;A172;1;A192;A201;2;0.42375339
A11;12;A34;A42;2246;A61;A75;3;A93;A101;3;A122;60;A143;A152;2;A173;1;A191;A201;2;0.590602139
A11;12;A34;A43;385;A61;A74;4;A92;A101;3;A121;58;A143;A152;4;A172;1;A192;A201;1;0.601901184
A12;24;A33;A40;1965;A65;A73;4;A92;A101;4;A123;42;A143;A151;2;A173;1;A192;A201;1;0.548791083
A14;21;A32;A49;1572;A64;A75;4;A92;A101;4;A121;36;A141;A152;1;A172;1;A191;A201;1;0.567862088
A12;24;A32;A40;2718;A61;A73;3;A92;A101;4;A122;20;A143;A151;1;A172;1;A192;A201;2;0.502322962
A11;24;A31;A410;1358;A65;A75;4;A93;A101;3;A123;40;A142;A152;1;A174;1;A192;A201;2;0.578260731
A12;6;A31;A40;931;A62;A72;1;A92;A101;1;A122;32;A142;A152;1;A172;1;A191;A201;2;0.347337796
A11;24;A32;A40;1442;A61;A74;4;A92;A101;4;A123;23;A143;A151;2;A173;1;A191;A201;2;0.600656641
A12;24;A30;A49;4241;A61;A73;1;A93;A101;4;A121;36;A143;A152;3;A172;1;A192;A201;2;0.641770831
A14;18;A34;A40;2775;A61;A74;2;A93;A101;2;A122;31;A141;A152;2;A173;1;A191;A201;2;0.539587152
A14;24;A33;A49;3863;A61;A73;1;A93;A101;2;A124;32;A143;A153;1;A173;1;A191;A201;1;0.482849705
A12;7;A32;A43;2329;A61;A72;1;A92;A103;1;A121;45;A143;A152;1;A173;1;A191;A201;1;0.359018318
A12;9;A32;A42;918;A61;A73;4;A92;A101;1;A122;30;A143;A152;1;A173;1;A191;A201;2;0.332422997
A12;24;A31;A46;1837;A61;A74;4;A92;A101;4;A124;34;A141;A153;1;A172;1;A191;A201;2;0.5268456
A14;36;A32;A42;3349;A61;A73;4;A92;A101;2;A123;28;A143;A152;1;A174;1;A192;A201;2;0.451175798
A13;10;A32;A42;1275;A61;A72;4;A92;A101;2;A122;23;A143;A152;1;A173;1;A191;A201;1;0.33150438
A11;24;A31;A42;2828;A63;A73;4;A93;A101;4;A121;22;A142;A152;1;A173;1;A192;A201;1;0.493444958
A14;24;A34;A49;4526;A61;A73;3;A93;A101;2;A121;74;A143;A152;1;A174;1;A192;A201;1;0.43730291
A12;36;A32;A43;2671;A62;A73;4;A92;A102;4;A124;50;A143;A153;1;A173;1;A191;A201;2;0.527883898
A14;18;A32;A43;2051;A61;A72;4;A93;A101;1;A121;33;A143;A152;1;A173;1;A191;A201;1;0.298936696
A14;15;A32;A41;1300;A65;A75;4;A93;A101;4;A124;45;A141;A153;1;A173;2;A191;A201;1;0.577486486
A11;12;A32;A44;741;A62;A71;4;A92;A101;3;A122;22;A143;A152;1;A173;1;A191;A201;2;0.342442873
A13;10;A32;A40;1240;A62;A75;1;A92;A101;4;A124;48;A143;A153;1;A172;2;A191;A201;2;0.634188255
A11;21;A32;A43;3357;A64;A72;4;A92;A101;2;A123;29;A141;A152;1;A173;1;A191;A201;1;0.340286788
A11;24;A31;A41;3632;A61;A73;1;A92;A103;4;A123;22;A141;A151;1;A173;1;A191;A202;1;0.578237698
A14;18;A33;A42;1808;A61;A74;4;A92;A101;1;A121;22;A143;A152;1;A173;1;A191;A201;2;0.394447533
A12;48;A30;A49;12204;A65;A73;2;A93;A101;2;A123;48;A141;A152;1;A174;1;A192;A201;1;0.455374758
A12;60;A33;A43;9157;A65;A73;2;A93;A101;2;A124;27;A143;A153;1;A174;1;A191;A201;1;0.519398512
A11;6;A34;A40;3676;A61;A73;1;A93;A101;3;A121;37;A143;A151;3;A173;2;A191;A201;1;0.575051294
A12;30;A32;A42;3441;A62;A73;2;A92;A102;4;A123;21;A143;A151;1;A173;1;A191;A201;2;0.565601074
A14;12;A32;A40;640;A61;A73;4;A91;A101;2;A121;49;A143;A152;1;A172;1;A191;A201;1;0.36673262
A12;21;A34;A49;3652;A61;A74;2;A93;A101;3;A122;27;A143;A152;2;A173;1;A191;A201;1;0.585328901
A14;18;A34;A40;1530;A61;A73;3;A93;A101;2;A122;32;A141;A152;2;A173;1;A191;A201;2;0.474812788
A14;48;A32;A49;3914;A65;A73;4;A91;A101;2;A121;38;A141;A152;1;A173;1;A191;A201;2;0.454967839
A11;12;A32;A42;1858;A61;A72;4;A92;A101;1;A123;22;A143;A151;1;A173;1;A191;A201;1;0.284496561
A11;18;A32;A43;2600;A61;A73;4;A93;A101;4;A124;65;A143;A153;2;A173;1;A191;A201;2;0.525874744
A14;15;A32;A43;1979;A65;A75;4;A93;A101;2;A123;35;A143;A152;1;A173;1;A191;A201;1;0.477512334
A13;6;A32;A42;2116;A61;A73;2;A93;A101;2;A121;41;A143;A152;1;A173;1;A192;A201;1;0.420478316
A12;9;A31;A40;1437;A62;A74;2;A93;A101;3;A124;29;A143;A152;1;A173;1;A191;A201;2;0.528660402
A14;42;A34;A42;4042;A63;A73;4;A93;A101;4;A121;36;A143;A152;2;A173;1;A192;A201;1;0.576776523
A14;9;A32;A46;3832;A65;A75;1;A93;A101;4;A121;64;A143;A152;1;A172;1;A191;A201;1;0.604918076
A11;24;A32;A43;3660;A61;A73;2;A92;A101;4;A123;28;A143;A152;1;A173;1;A191;A201;1;0.546943311
A11;18;A31;A42;1553;A61;A73;4;A93;A101;3;A123;44;A141;A152;1;A173;1;A191;A201;2;0.443569586
A12;15;A32;A43;1444;A65;A72;4;A93;A101;1;A122;23;A143;A152;1;A173;1;A191;A201;1;0.296942596
A14;9;A32;A42;1980;A61;A72;2;A92;A102;2;A123;19;A143;A151;2;A173;1;A191;A201;2;0.430078477
A12;24;A32;A40;1355;A61;A72;3;A92;A101;4;A123;25;A143;A152;1;A172;1;A192;A201;2;0.469764311
A14;12;A32;A46;1393;A61;A75;4;A93;A101;4;A122;47;A141;A152;3;A173;2;A192;A201;1;0.66134977
A14;24;A32;A43;1376;A63;A74;4;A92;A101;1;A123;28;A143;A152;1;A173;1;A191;A201;1;0.415285769
A14;60;A33;A43;15653;A61;A74;2;A93;A101;4;A123;21;A143;A152;2;A173;1;A192;A201;1;0.615689918
A14;12;A32;A43;1493;A61;A72;4;A92;A101;3;A123;34;A143;A152;1;A173;2;A191;A201;1;0.381256307
A11;42;A33;A43;4370;A61;A74;3;A93;A101;2;A122;26;A141;A152;2;A173;2;A192;A201;2;0.557914924
A11;18;A32;A46;750;A61;A71;4;A92;A101;1;A121;27;A143;A152;1;A171;1;A191;A201;2;0.219231725
A12;15;A32;A45;1308;A61;A75;4;A93;A101;4;A123;38;A143;A152;2;A172;1;A191;A201;1;0.600660404
A14;15;A32;A46;4623;A62;A73;3;A93;A101;2;A122;40;A143;A152;1;A174;1;A192;A201;2;0.411686122
A14;24;A34;A43;1851;A61;A74;4;A94;A103;2;A123;33;A143;A152;2;A173;1;A192;A201;1;0.503446468
A11;18;A34;A43;1880;A61;A74;4;A94;A101;1;A122;32;A143;A152;2;A174;1;A192;A201;1;0.463477914
A14;36;A33;A49;7980;A65;A72;4;A93;A101;4;A123;27;A143;A151;2;A173;1;A192;A201;2;0.473535878
A11;30;A30;A42;4583;A61;A73;2;A91;A103;2;A121;32;A143;A152;2;A173;1;A191;A201;1;0.507398838
A14;12;A32;A40;1386;A63;A73;2;A92;A101;2;A122;26;A143;A152;1;A173;1;A191;A201;2;0.444367165
A13;24;A32;A40;947;A61;A74;4;A93;A101;3;A124;38;A141;A153;1;A173;2;A191;A201;2;0.51270068
A11;12;A32;A46;684;A61;A73;4;A93;A101;4;A123;40;A143;A151;1;A172;2;A191;A201;2;0.459305449
A11;48;A32;A46;7476;A61;A74;4;A93;A101;1;A124;50;A143;A153;1;A174;1;A192;A201;1;0.441759601
A12;12;A32;A42;1922;A61;A73;4;A93;A101;2;A122;37;A143;A152;1;A172;1;A191;A201;2;0.353608837
A11;24;A32;A40;2303;A61;A75;4;A93;A102;1;A121;45;A143;A152;1;A173;1;A191;A201;2;0.452307734
A12;36;A33;A40;8086;A62;A75;2;A93;A101;4;A123;42;A143;A152;4;A174;1;A192;A201;2;0.790280217
A14;24;A34;A41;2346;A61;A74;4;A93;A101;3;A123;35;A143;A152;2;A173;1;A192;A201;1;0.544890801
A11;14;A32;A40;3973;A61;A71;1;A93;A101;4;A124;22;A143;A153;1;A173;1;A191;A201;1;0.454363858
A12;12;A32;A40;888;A61;A75;4;A93;A101;4;A123;41;A141;A152;1;A172;2;A191;A201;2;0.550240365
A14;48;A32;A43;10222;A65;A74;4;A93;A101;3;A123;37;A142;A152;1;A173;1;A192;A201;1;0.483416351
A12;30;A30;A49;4221;A61;A73;2;A92;A101;1;A123;28;A143;A152;2;A173;1;A191;A201;1;0.46459299
A12;18;A34;A42;6361;A61;A75;2;A93;A101;1;A124;41;A143;A152;1;A173;1;A192;A201;1;0.456365786
A13;12;A32;A43;1297;A61;A73;3;A94;A101;4;A121;23;A143;A151;1;A173;1;A191;A201;1;0.507293759
A11;12;A32;A40;900;A65;A73;4;A94;A101;2;A123;23;A143;A152;1;A173;1;A191;A201;2;0.387326824
A14;21;A32;A42;2241;A61;A75;4;A93;A101;2;A121;50;A143;A152;2;A173;1;A191;A201;1;0.537757747
A12;6;A33;A42;1050;A61;A71;4;A93;A101;1;A122;35;A142;A152;2;A174;1;A192;A201;1;0.29960797
A13;6;A34;A46;1047;A61;A73;2;A92;A101;4;A122;50;A143;A152;1;A172;1;A191;A201;1;0.501189068
A14;24;A34;A410;6314;A61;A71;4;A93;A102;2;A124;27;A141;A152;2;A174;1;A192;A201;1;0.341479846
A12;30;A31;A42;3496;A64;A73;4;A93;A101;2;A123;34;A142;A152;1;A173;2;A192;A201;1;0.409999282
A14;48;A31;A49;3609;A61;A73;1;A92;A101;1;A121;27;A142;A152;1;A173;1;A191;A201;1;0.504601739
A11;12;A34;A40;4843;A61;A75;3;A93;A102;4;A122;43;A143;A151;2;A173;1;A192;A201;2;0.610528382
A13;30;A34;A43;3017;A61;A75;4;A93;A101;4;A122;47;A143;A152;1;A173;1;A191;A201;1;0.600949297
